"y" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10"
"221" 1.7783 0.1655 -0.2263 -0.021 0.1956 -0.0859 -0.0319 0.1011 -0.0228 0.1597 0.042
"222" 1.4439 -0.019 -0.0801 -0.057 -0.0977 0.0395 -0.0817 -0.1729 0.0383 0.0637 0.0547
"223" 1.6319 -0.1447 -0.0344 0.0442 0.01 -0.0347 -0.0718 -0.0139 -0.0218 -0.029 -0.0494
"224" 0.8917 -0.0805 -0.0923 0.0796 0.0589 -0.0675 -0.0505 0.0614 0.0135 -0.0153 -0.0031
"225" -0.0416 -0.0167 -0.0149 -0.0522 -0.0101 -0.0105 0.012 -0.0103 0.0014 0.016 0.0154
"226" -0.3976 0.0326 -0.1156 -0.0255 0.0997 -0.0445 0.0211 -0.0588 0.0163 0.0668 0.0396
"227" 0.75 0.0741 0.0337 -0.0234 -0.0284 0.0226 0.0083 0.0104 -0.015 0.0208 0.0229
"228" -0.3508 0.0258 -0.0206 0.0216 -0.0541 0.03 0.0533 -0.0421 -0.0256 0.0072 0.0055
"229" -0.0686 -0.0323 -0.0165 0.0642 0.0257 -0.0396 0.0028 0.0344 0.014 -0.0075 0.0225
"230" -0.512 0.0345 -0.029 0.0389 -0.0149 0.0218 0.0315 -0.0304 0.0052 -0.0244 0.0452
"231" 1.6067 0.0882 0.0012 0.0092 -0.0875 0.0688 0.0873 -0.0652 0.0242 -0.0636 0.0809
"232" -0.212 0.0185 -0.1295 3e-04 -0.0458 0.0012 -0.0299 -0.0491 0.0056 0.0816 0.0486
"233" 1.5725 1e-04 -0.0214 -0.0052 0.02 -0.0156 -0.0232 0.0531 0.0217 0.003 -0.019
"234" 0.1977 0.0299 0.1176 -0.0452 -0.012 0.0435 0.073 -0.0059 -0.0076 -0.0377 -0.0459
"235" 0.3279 -0.0299 -0.0321 -0.0439 0.0097 -0.022 -0.0748 -0.034 -0.0126 0.0602 -0.009
"236" 0.6788 -0.0374 0.1033 0.0404 -0.1269 0.0543 0.0227 0.0392 0.0503 -0.0778 -0.074
"237" 1.0816 0.0022 0.0934 -0.052 -0.0429 0.0495 -0.0269 -0.0294 0.0198 -0.0136 -0.0336
"238" 0.2342 -0.076 0.0916 -0.0429 0.0097 -0.0013 -0.0154 0.0198 0.0483 -0.046 -0.0567
"239" -1.128 -0.1428 -0.1278 0.1143 -0.0295 -0.0766 -0.0839 0.0702 0.0018 0.0145 -0.0587
"240" 0.6374 -0.2061 -0.0055 0.0112 0.0317 -0.0641 -0.1588 0.047 -0.0145 0.0241 -0.1516
"241" 0.2717 0.1599 -0.0102 -0.0834 0.0626 0.0133 0.1338 -0.0502 -0.0211 0.0247 0.1187
"242" -0.5652 0.0226 -0.0975 0.0986 -0.121 0.0232 -0.0148 -0.0158 0.0417 0.0184 0.017
"243" 0.3213 0.0318 -0.0716 -0.0175 -0.0997 0.0438 0.0066 -0.1905 -0.0237 0.0803 0.0848
"244" -0.1344 0.0445 -0.1263 -0.0262 -0.0644 0.0145 0.0209 -0.0904 -0.0434 0.0655 0.0597
"245" -1.4792 -0.0958 -0.0146 0.0717 0.053 -0.0517 -0.0804 0.1335 0.0414 -0.0198 -0.1196
"246" 0.3399 0.0063 -0.0511 0.052 -0.1635 0.0645 0.1059 -0.0781 0.031 -0.0853 0.0722
"247" -1.4288 -0.0739 0.0698 0.0243 -0.0339 -0.0115 -0.0047 0.0906 0.035 -0.0583 -0.0557
"248" 0.3956 -0.1018 -0.0121 0.0348 -0.0583 -0.0057 -0.0765 0.0326 -0.0426 -0.0446 -0.0318
"249" 0.6285 0.0539 0.151 -0.0408 0.081 0.0076 0.0447 0.0779 0.0175 -0.0569 -0.0173
"250" -0.7872 0.0211 0.0205 -0.0432 -0.0676 0.0266 -0.0498 -0.0073 0.0779 0.0332 -0.0295
"251" -1.5638 0.0206 -0.0067 0.082 -0.1649 0.0774 0.104 -0.129 -0.0149 -0.0586 0.0544
"252" -0.9007 0.0615 -0.1314 0.0805 0.0452 -0.0322 0.0429 0.0264 -0.0177 0.0449 0.036
"253" -0.9515 -0.1552 0.0278 0.0553 -0.1966 0.0387 -0.1118 -0.0118 0.0136 -0.0796 -0.0606
"254" 1.1161 0.0061 -0.0056 0.078 0.0142 -0.0158 0.0076 0.0738 0.0161 -0.0252 -0.0093
"255" -0.8733 -0.0197 0.0488 -0.0155 -0.0824 0.0418 -0.0517 -0.0028 0.0114 -0.0257 -0.0202
"256" 0.8467 -0.0114 0.0035 -0.0355 0.1447 -0.0658 -0.1064 0.1344 -0.0057 0.0501 -0.0936
"257" 1.1503 0.1831 0.0738 -0.0783 0.0391 0.051 0.1992 -0.0108 -0.0278 -0.0575 0.1081
"258" -0.6856 -0.0178 -0.0017 0.0304 0.0175 -0.0207 0.0749 0.0257 -0.0335 -0.0335 0.0184
"259" 0.011 0.114 0.1321 0.0035 -0.0963 0.0931 0.1086 -0.0048 0.0349 -0.0996 0.0485
"260" 0.325 -0.0313 0.0276 -0.0299 0.0964 -0.0522 0.0091 0.0575 -0.0456 0.0196 -0.0265
"261" 0.8285 -0.0993 -0.0152 0.0911 -0.0757 -0.0228 -0.1686 0.0532 0.0244 0.038 -0.076
"262" 0.2361 0.0062 0.0049 0.0696 -0.0403 -0.0024 -0.0292 0.108 0.0284 -0.0144 -0.0285
"263" 0.2933 -0.1684 0.0259 0.0113 -0.0983 0.0068 -0.0684 -0.0529 -0.0093 -0.0484 -0.0664
"264" -0.4112 -0.1393 0.0128 -0.013 0.0279 -0.0435 -0.1604 0.0422 0.0058 0.022 -0.0729
"265" -1.4961 0.059 0.0967 -0.1074 0.1427 -0.0431 -0.115 0.1535 0.0069 0.1173 -0.108
"266" 1.2581 0.1478 0.0249 -0.0265 -0.0306 0.058 0.0739 -0.0348 0.0421 -0.0105 0.0804
"267" 0.2683 -0.0463 -0.0532 0.0422 0.055 -0.0325 -0.0791 0.0763 0.0148 0.0093 -0.0666
"268" -0.2357 -0.0596 0.0448 0.0063 -0.0539 0.0312 0.1081 -0.0435 -0.0146 -0.1177 0.0108
"269" 0.2161 -0.068 0.002 0.0059 -0.0209 -1e-04 -0.026 -0.0726 -0.0079 -0.0255 0.0213
"270" -0.7399 0.0602 -0.0588 -0.0081 -0.0398 0.0216 0.0323 -0.0906 -0.006 0.0331 0.0735
"271" 0.3226 -0.0254 0.0132 0.0091 -0.0573 0.0268 0.0294 -0.0945 0.0319 -0.0413 0.0662
"272" 1.439 0.0822 0.0608 -0.0215 -0.0169 0.0402 0.0442 -0.0222 0.0059 0.0208 0.0064
"273" 1.45 0.2566 0.0538 -0.1132 0.1582 0.0028 0.0794 0.0689 0.013 0.0903 0.0394
"274" 1.7135 0.0933 0.0464 -0.0111 0.0688 -0.0051 0.0086 0.0215 -0.0431 0.0525 -0.0058
"275" -1.4634 -0.0354 -0.0697 -0.0184 0.0027 -0.0123 -0.0576 -0.068 -0.0071 0.0315 0.0258
"276" 0.817 0.0599 -0.0397 -0.0371 0.0516 -0.0031 0.0552 -0.0217 0.0247 0.0322 -2e-04
"277" -1.1968 -0.0666 -0.091 0.0026 0.1166 -0.0851 -0.0789 0.0426 -0.0109 0.0515 0.0027
"278" 2.0151 0.1043 0.0649 -0.0158 0.1239 -0.0319 -0.0149 0.1155 0.0133 0.0495 0.0078
"279" 1.1292 0.0178 0.0093 0.0866 0.0112 -0.0281 -0.0552 0.1451 0.0117 0.0124 -0.0257
"280" -2.5161 -0.0934 -0.0155 -0.0297 -0.0068 0.003 -0.0658 -0.0204 -0.0214 0.0154 -0.0686
"281" 0.6735 -0.0435 0.0235 0.0123 -0.101 0.0277 -0.0271 -0.0542 0.0379 -0.0189 0.0013
"282" 1.3911 -0.2028 -0.0161 0.0335 -0.0257 -0.0448 -0.0712 -0.0377 -0.0178 -0.0383 -0.0556
"283" 0.7775 0.1569 -0.0137 0.0169 -0.086 0.0677 0.1561 -0.0371 0.0043 -0.063 0.1171
"284" 0.5246 -0.0686 -0.012 0.0193 -0.0362 -0.0089 -0.0553 -0.0154 0.0172 -0.0039 -5e-04
"285" 0.9051 0.1672 -0.0644 -0.0129 0.0316 0.0311 0.0593 -0.0621 -0.0176 0.0558 0.0571
"286" 1.3596 0.061 -0.0766 0.031 0.1017 -0.0546 0.0896 0.0727 2e-04 0.0116 0.0167
"287" 0.2611 0.1751 -0.0353 -0.0706 0.1604 -0.0288 0.0943 -0.0079 -0.0543 0.099 0.0906
"288" -0.2501 -0.1446 0.0538 0.071 -0.1335 0.0062 -0.1031 0.0226 0.0431 -0.0357 -0.0542
"289" 1.2863 -0.1182 -0.1408 0.0987 -0.0795 -0.0252 -0.0829 -0.0702 -0.0318 0.0284 -0.0119
"290" -1.4018 0.1073 -0.0431 0.0067 -0.1965 0.1081 0.1478 -0.1156 0.0167 -0.093 0.1246
"291" 2.0247 0.0325 0.082 -0.0355 0.0631 0.0057 0.004 0.0957 0.0563 -0.0592 -0.0492
"292" -2.2828 -0.2042 0.0757 0.0335 -0.1828 0.0375 -0.0893 -0.053 -2e-04 -0.091 -0.0723
"293" -1.5771 0.0184 -0.0705 -0.0238 -0.0768 0.0346 0.0182 -0.163 0.0033 0.0099 0.1098
"294" -1.4927 -0.0739 -0.0368 -0.0343 0.0328 -0.0402 -0.1251 0.0195 -0.03 0.0503 -0.0247
"295" -0.5277 0.006 -0.1581 -0.0232 0.0779 -0.042 -0.0462 -0.042 -0.0257 0.0803 0.0579
"296" -0.8612 0.0595 -0.1344 -0.0279 0.0482 -0.0215 0.0544 -0.1176 -0.0492 0.0914 0.0549
"297" 1.9944 0.0163 -0.0862 -0.0824 -0.0907 0.0352 -0.0565 -0.1586 -0.0357 0.0873 0.0422
"298" -0.625 -0.0467 0.2133 -0.0199 -0.0109 0.0192 -0.0599 0.0872 0.0577 -0.0665 -0.0876
"299" 1.4059 0.1047 0.0342 -0.0166 0.1087 -0.0222 0.0573 0.1444 0.0101 0.0025 -0.0142
"300" -2.019 -0.0966 -0.0298 0.0326 -0.018 -0.03 -0.0909 -0.0049 0.0311 0.0039 -0.017
"301" 0.0231 -0.0205 -0.007 -0.0024 0.0107 0.0072 0.1179 -0.1214 -0.0067 -0.0354 0.048
"302" -0.7046 0.1174 -0.0288 -0.0046 0.1018 -0.0316 0.0891 0.081 -0.0117 0.0186 0.0562
"303" 2.8283 0.0084 0.1585 -0.0325 -0.0063 0.0648 0.0733 -0.0215 0.0028 -0.0829 -0.0411
"304" -0.9769 0.1373 -0.1706 -0.0688 0.0388 0.0013 0.1042 -0.0946 -0.0164 0.0813 0.1035
"305" -1.4137 -0.0735 -0.0563 0.0174 -0.1122 0.0288 -0.0106 -0.1787 0.0158 0.0057 0.029
"306" 0.0147 0.1551 -0.006 0.032 -0.0606 0.0297 0.092 0.0543 0.0331 -0.018 0.1029
"307" -1.0277 0.0476 -0.1279 -0.0289 0.1099 -0.0622 -0.0017 0.0179 -0.0046 0.0685 0.0638
"308" -0.0279 0.1551 -0.1003 0.0289 -0.0035 0.0115 0.1222 -0.063 -0.0451 0.0646 0.1112
"309" 3.1346 0.1544 -0.0096 -0.0251 0.0251 0.0093 0.1143 0.0175 -0.026 -4e-04 0.1005
"310" -0.0537 0.0567 0.0087 -0.0509 -0.094 0.0732 0.047 -0.1375 0.0036 -0.0137 0.0875
"311" -0.0539 -0.0342 -0.0839 0.0116 0.0472 -0.0383 -0.0054 0.026 0.0269 -0.0309 -0.0117
"312" -0.6607 0.0281 0.0946 -0.0368 0.0502 0.0055 -0.0248 0.056 0.0179 0.0422 -0.0651
"313" 2.9564 0.1116 -0.0512 0.0016 0.2283 -0.08 0.0564 0.1469 -0.0474 0.0509 -0.0098
"314" -0.5403 0.0617 0.0035 -0.0765 0.1058 -0.0234 0.0295 0.0562 -0.0104 0.0306 0.0257
"315" -0.072 -0.0648 -0.0759 -0.0059 -0.266 0.0937 -0.0473 -0.2809 0.0025 0.0148 0.074
"316" -3.0785 -0.0401 0.0828 -0.0615 0.0594 0.0083 -0.0312 -0.1002 -0.0179 0.0236 -0.0204
"317" -0.5393 -0.0409 0.0276 0.0517 -0.0698 -0.0068 -0.0923 0.0417 0.0298 -0.003 -0.0115
"318" -1.7068 -0.0264 -0.065 -0.0062 0.0292 -0.0248 -0.0175 -0.0657 -0.0215 0.0721 -0.0174
"319" 1.5949 -0.07 -0.174 0.1121 -0.0282 -0.0323 -0.0734 -0.0554 -0.0338 0.0373 0.0247
"320" -0.0548 -0.0926 0.0944 -0.0024 -0.0097 -9e-04 -0.0881 0.0851 0.0436 -0.0615 -0.1074
"321" 0.5331 0.0772 0.0632 0.0111 0.0848 -0.0141 0.0297 0.1275 0.0275 -0.0243 -0.02
"322" 0.3147 0.0538 -0.0887 -0.0101 0.0601 -0.0235 0.0258 -0.0218 -0.046 0.043 0.0606
"323" -0.6065 -0.0635 0.0646 -0.0234 -0.1048 0.032 -0.1321 -0.0554 0.0508 0.0065 -0.0193
"324" -1.2859 0.0342 0.0239 -0.0038 0.0313 -0.0017 -0.0243 0.041 -0.0386 0.0361 -0.0301
"325" 1.6103 -0.1227 0.0106 -0.0262 -0.2523 0.093 0.0024 -0.2331 0.0217 -0.0926 0.0849
"326" 1.3881 -0.0416 -0.0234 0.0073 -0.0479 -0.0077 -0.0625 -0.0156 -0.0189 0.0658 -0.005
"327" 0.5555 0.0645 -0.0988 -0.0045 0.1137 -0.0536 -0.0237 0.0917 -0.0215 0.109 -0.0461
"328" -2.5933 -0.0562 0.0178 0.0364 -0.0805 0.02 -0.0772 -0.0371 0.022 -0.0392 0.0485
"329" 2.053 0.0731 0.0868 -0.0084 0.1679 -0.0413 0.0064 0.1407 0.0088 0.017 -0.0199
"330" 0.2691 0.0245 -0.115 0.018 0.1608 -0.068 0.0873 0.0265 -0.0466 0.0202 0.0305
"331" 0.4141 0.0162 0.0274 -0.0841 0.0076 0.0258 0.0434 -0.0088 0.0051 -0.0304 -0.0013
"332" 0.1694 0.0293 0.1468 -0.1367 0.0177 0.0449 0.031 -0.0285 0.0234 -0.0136 -0.013
"333" -1.7744 -0.1368 -0.0496 0.0515 -0.1291 -3e-04 -0.0621 -0.0857 0.0113 -0.0387 0.0157
"334" -0.0645 0.0653 0.0681 -0.0028 0.021 0.0258 0.0428 0.0399 0.0065 -0.0174 -0.035
"335" -0.0503 -0.051 0.0297 -0.0185 -0.112 0.0515 0.0258 -0.0929 0.005 -0.0685 0.0436
"336" -1.4984 0.0788 0.1134 -0.0201 0.0449 0.0108 -0.0026 0.1495 0.0527 0.0032 -0.0751
"337" -1.8739 -0.0442 -0.0741 -0.0156 -0.1073 0.0093 0.0431 -0.1335 8e-04 0.0143 0.0681
"338" 0.3685 -0.0035 0.1051 0.0337 0.1439 -0.0456 -0.0762 0.1956 0.0642 -0.0185 -0.1129
"339" 1.8654 -0.0285 0.0117 0.0821 0.0031 -0.0188 0.0619 0.0274 -0.0173 -0.062 0.037
"340" 2.6651 0.0464 -0.0501 0.0225 0.0246 -0.0185 0.0513 -0.0904 -0.0175 0.0451 0.0984
"341" 0.2893 0.073 -0.116 0.0176 0.1594 -0.0672 0.0086 0.0382 -0.0314 0.089 0.0206
"342" 0.8005 0.164 -0.153 0.0247 0.2563 -0.0994 0.1019 0.1694 -0.0416 0.1039 -0.0126
"343" -0.8812 -0.0972 -0.0782 0.0482 0.0484 -0.0594 -0.0026 0.0067 -0.0157 -0.0463 0.0279
"344" -0.0226 0.0544 0.0591 -0.0331 0.0211 0.0185 0.0413 -0.0224 -0.0058 -0.0257 0.0221
"345" -0.2421 0.1024 0.0039 -0.0766 -0.0501 0.0683 0.004 -0.1145 0.002 0.0511 0.0752
"346" -1.8616 -0.0883 -0.0349 0.0267 -0.1679 0.0458 -0.0593 -0.1737 4e-04 0.0212 0.0408
"347" 0.3098 -0.0515 -0.1075 0.1032 0.1104 -0.097 -0.0281 0.1734 -0.0208 0.024 -0.0647
"348" -1.1171 0.0107 -0.0368 -0.0101 -0.0185 0.0115 0.0382 -0.043 -0.0311 0.0019 0.0238
"349" -0.5566 -0.1044 -0.0054 0.0533 0.1005 -0.0799 -0.1024 0.0879 -0.0395 0.0179 -0.1033
"350" -1.7751 0.0967 0.0346 -0.0655 -0.1084 0.0898 0.0367 -0.1199 0.0123 -0.0162 0.0942
"351" -1.2571 0.0047 0.0626 -0.043 0.0037 0.0194 -0.0767 0.0375 0.0547 -0.0049 -0.0238
"352" 1.1793 0.2183 -0.0994 -0.0644 0.0614 0.0268 0.2047 -0.0722 -0.0594 0.0377 0.131
"353" -0.0745 -0.0395 0.0667 0.0194 -0.139 0.0533 -0.0658 -0.0184 0.0365 -0.0585 0.0014
"354" 0.9687 0.127 0.0327 -0.0154 0.0458 0.0063 0.0629 0.0891 0.0017 0.0185 6e-04
"355" 0.6717 0.0534 0.1862 -0.0649 0.1097 -0.0162 0.0104 0.1191 0.0239 -0.0032 -0.0442
"356" 0.6548 0.0852 -0.0645 0.0113 0.1122 -0.041 0.0489 -0.0024 -0.0692 0.0755 0.0712
"357" -0.0231 0.1613 -0.1001 0.0038 0.0061 0.0181 0.1078 -0.0584 -0.0312 0.0625 0.0914
"358" -0.6022 0.0603 -0.0699 0.0537 0.0154 4e-04 0.1999 -0.0573 -0.0477 -0.0424 0.0917
"359" -0.8259 -0.1385 0.0509 -0.0517 -0.1034 0.0396 -0.0505 -0.1915 0.0085 -0.0325 -0.0033
"360" 0.7462 0.0771 0.1374 -0.075 0.0316 0.0308 0.0259 0.0702 0.0143 -0.0056 -0.0591
"361" -0.8513 -0.1198 0.0555 0.0455 -0.0337 -0.0106 -0.0514 -0.0215 0.0144 -0.016 -0.0644
"362" -0.074 -0.0779 0.0444 0.0595 -0.1555 0.0546 -0.0813 -0.0263 0.0283 -0.0269 -0.0532
"363" -0.7723 0.1563 -0.1367 -0.046 0.1972 -0.0669 0.0241 0.0855 -0.0091 0.1 0.0434
"364" -0.2237 0.1108 0.0846 0.0264 0.0337 0.0252 0.0359 0.0866 -0.0265 -0.0302 -0.018
"365" 1.0552 0.0569 -0.0426 -0.0324 -0.0467 0.0339 0.028 -0.0276 -0.0123 0.0332 0.0108
"366" -0.0758 -0.0826 -0.0742 0.1455 0.0378 -0.0758 -0.1065 0.1175 0.013 0.0076 -0.0517
"367" -1.4913 0.0615 0.1034 -0.1362 -0.0215 0.074 0.0454 -0.0607 0.0211 -0.0261 -0.0191
"368" -1.8578 0.0015 -0.0334 -0.0787 0.0246 7e-04 -0.0426 -0.0617 -0.0189 0.0545 0.0247
"369" -0.9743 -0.0672 -0.0021 0.0358 -0.1156 0.0251 -0.0425 0.008 0.0212 -0.0407 -0.0178
"370" -0.222 0.0283 0.1179 -0.0839 0.0118 0.0365 0.0819 0.0814 0.0139 -0.0752 -0.0372
"371" -0.2141 -0.0825 -0.1045 0.0314 -0.0984 0.023 0.0075 -0.1659 -0.0523 -0.0089 0.0433
"372" 0.2471 -0.1104 0.0106 0.0792 0.0037 -0.0404 -0.0896 0.0482 -0.0075 -0.0155 -0.0707
"373" -0.3297 0.0906 -0.0511 -0.0164 0.1092 -0.0255 0.0336 -0.0058 0.0055 0.0701 0.0236
"374" 1.1245 -0.0454 -0.0931 0.0558 0.0298 -0.0561 -0.0393 0.1213 0.0163 -0.0246 0.0192
"375" -0.5569 -0.1009 0.0449 0.0635 -0.0319 0.0044 -0.0665 0.0069 0.0117 -0.0564 -0.0756
"376" -1.8301 -0.0329 0.0497 0.0049 -0.006 0.011 -0.0474 -0.0344 -0.0067 0.0013 -0.0145
"377" 0.2115 -0.0039 0.0898 -0.1053 -0.0063 0.0235 -0.1001 -0.0503 0.0272 0.0295 -0.0169
"378" 0.3429 -0.0852 0.0315 0.0558 0.0045 -0.0233 -0.0348 0.092 0.0293 -0.0614 -0.0737
"379" -0.8948 -0.1483 -0.0903 0.0565 -0.1838 0.0354 -0.07 -0.2503 -0.006 0.0087 0.0326
"380" 0.2354 -0.0133 -0.0076 0.0653 0.0759 -0.0377 0.018 0.1096 -0.0167 -0.0214 -0.063
"381" -1.7452 -0.0562 0.0906 0.0076 -0.0682 0.0332 0.0308 -0.0278 0.0374 -0.0682 -0.004
"382" -0.9065 -0.0349 -0.083 0.0489 0.1087 -0.0699 0.049 0.0272 0.0035 -0.0025 -0.0027
"383" -0.6097 -0.0807 -0.0755 0.0361 0.0268 -0.0341 0.0056 -0.002 -0.0279 -0.0253 3e-04
"384" 0.051 0.0596 0.1698 -0.0861 -0.1241 0.0956 -0.0755 -0.0365 0.044 -2e-04 -0.0107
"385" -1.3462 -0.0936 -0.0667 0.0415 -0.1384 0.019 -0.0365 -0.0836 0.0085 -0.0397 0.0467
"386" 0.3716 0.0376 0.0566 0.0114 -0.0802 0.0705 -0.0152 -0.0657 -0.0261 0.0029 0.0029
"387" 0.1648 -0.0207 0.102 0.0401 0.0515 -0.0407 -0.0321 0.1706 0.0354 -0.0247 -0.0659
"388" -0.0778 -0.065 -0.002 0.0264 -0.083 0.0218 0.012 -0.0669 -0.0283 -0.0428 0.0126
"389" -2.1858 0.0436 0.114 -0.0474 -0.0156 0.0577 0.0597 0.0329 0.0372 -0.083 -0.0319
"390" -2.2661 -0.0263 0.0352 -0.0523 -0.1295 0.0753 0.039 -0.1495 0.0168 -0.0229 -0.0017
"391" -0.7662 -0.0214 -0.0671 0.0126 0.0509 -0.0179 -0.0404 -0.0115 -0.0053 0.0291 -0.0259
"392" 0.8321 0.0831 -0.0894 -0.0295 -0.0261 0.0197 0.0634 -0.0433 -0.0366 0.0379 0.0437
"393" 0.4802 0.0593 -0.0747 0.0371 -0.0129 0.0052 0.0838 -0.0839 -0.0133 0.016 0.0863
"394" 1.4209 0.1023 0.1206 -0.0147 0.0322 0.0157 -0.0017 0.1242 0.0336 -0.012 -0.0177
"395" 0.6301 0.0378 -0.0097 -0.0532 -0.0532 0.0557 0.0639 -0.1273 -0.0177 -0.0481 0.0814
"396" -1.5533 0.0245 -0.0605 0.0275 -0.0149 0.0016 0.0811 0.0092 -0.0218 -0.0329 0.025
"397" -0.0331 -0.0253 0.0401 0.0057 -0.0409 0.0084 -0.09 0.097 0.0411 -0.0172 -0.0682
"398" -0.7059 -0.017 0.0268 -0.0503 0.0522 -0.025 0.0048 -0.0017 0.0331 -0.02 0.0056
"399" -1.155 -0.0333 0.0202 -0.0094 0.12 -0.0589 0.0231 0.1509 0.0046 -0.0316 -0.082
"400" 0.9425 0.0841 0.027 -0.041 0.0432 0.0082 0.012 -0.0293 0.0237 0.0411 0.0046
"401" -1.0609 -0.042 -0.1459 -0.0062 -0.1281 0.0423 -0.0075 -0.1845 -0.0548 0.0353 0.0725
"402" -0.1224 0.0585 -0.0348 -0.02 -0.0037 0.0165 0.1483 -0.0728 -0.0055 -0.0269 0.0852
"403" 0.2163 -0.0866 0.0291 -0.0069 -0.0338 0.0134 -0.0575 -0.1016 -0.0253 0.0189 -0.0184
"404" 1.7826 -0.1881 0.0813 0.038 -0.0327 -0.0351 -0.1593 0.077 0.0366 -0.0358 -0.0936
"405" 0.1431 0.0759 0.0294 -0.0544 -0.0696 0.0646 0.0593 -0.1028 0.0174 -0.0105 0.0381
"406" 3.2672 0.1329 -0.1025 -0.0034 0.2529 -0.0894 0.0758 0.1585 -0.1041 0.1211 -0.0488
"407" -1.3318 -0.0741 0.0747 0.0328 -0.0778 0.0169 1e-04 0.0073 0.0027 -0.0825 -0.0188
"408" -0.3271 -0.0933 0.0685 0.0393 -0.1019 0.024 -0.0517 0.0505 0.033 -0.0538 -0.0845
"409" 0.9393 -0.0728 -0.0373 -0.0339 -0.0018 -0.0116 -0.0389 -0.0807 -0.0292 0.0271 0.0114
"410" -1.2081 -0.033 -0.0697 0.108 -0.1306 0.0111 -0.0228 0.0314 -0.0187 -0.0084 -0.0149
"411" 2.4015 0.1559 -0.1614 -0.0372 0.0098 0.0155 0.1305 -0.133 -0.0097 0.0746 0.1443
"412" 1.6814 0.0608 -0.0406 -0.0306 0.009 0.0036 0.0408 0.0528 -0.0099 -0.0054 0.0107
"413" -0.5722 -0.0814 -0.0907 0.036 -0.0501 -0.0088 0.0139 -0.0424 -0.0075 -0.0159 -0.0097
"414" 0.9399 0.0701 -0.1404 -0.0237 0.045 -0.0155 0.0348 -0.065 -0.0369 0.0633 0.0518
"415" -2.0635 -0.0494 -0.0567 0.0365 -0.0753 0.0077 0.0088 -0.0312 -0.015 -0.0141 -0.0018
"416" -1.2449 -0.0041 -0.0177 0.0137 -0.0012 0.0099 0.0507 0.0143 -5e-04 -0.0241 -0.0334
"417" -1.174 3e-04 -0.0922 0.006 0.1485 -0.0843 -0.0264 0.0943 -0.0039 0.0692 -0.0181
"418" -0.3287 0.0029 0.0492 -0.0091 0.0324 -0.0117 -0.0593 0.0618 -0.0018 0.0147 -0.008
"419" -1.5613 -5e-04 -0.0338 0.0675 0.1149 -0.0863 -0.157 0.1219 0.0023 0.1098 -0.0274
"420" -0.5606 0.0032 -0.005 -0.042 -0.0424 0.0184 -0.0449 -0.0794 0.0087 0.0254 0.0228
"421" 0.2829 0.0532 0.1358 -0.0371 0.1279 -0.0263 -0.0027 0.1171 0.0224 -0.0099 -0.0366
"422" 0.8234 0.0047 -0.1571 -6e-04 -0.0607 0.0151 0.0121 -0.1578 -0.0514 0.0637 0.063
"423" 0.0585 0.1115 0.086 0.0061 -0.0033 0.0458 0.127 0.0158 -0.0061 -0.0528 0.0492
"424" 0.7571 0.0549 0.076 -0.016 0.0488 0.0097 0.0946 0.0306 -0.0222 -0.051 0.0201
"425" 0.0797 -0.1173 -0.0431 0.0614 -0.0982 4e-04 -0.068 -0.0989 -0.0087 0.0114 0.0114
"426" 0.871 0.0562 0.003 0.022 0.044 -0.0076 0.0059 0.015 0.0037 0.0215 0.022
"427" -1.3676 0.0075 -0.0921 -0.0146 -0.1041 0.0366 0.0572 -0.1782 -0.0296 0.0571 0.0566
"428" -0.483 0.0306 0.0677 0.0223 0.067 -0.0451 0.0238 0.1338 -0.0052 8e-04 -0.0152
"429" -1.032 -0.0477 0.0643 0.0835 -0.1315 0.0623 0.062 0.0169 0.0301 -0.1385 -0.0268
"430" -0.1988 -0.0836 -0.0917 0.0014 -0.1125 0.0157 -0.0546 -0.1371 -0.026 0.0297 0.0064
"431" -0.9042 -0.0844 -0.0816 0.0586 -0.2092 0.0401 -0.1248 -0.2373 -0.0189 0.0703 0.0835
"432" -1.2072 -0.0603 -0.0824 0.0371 -0.081 0.0138 -0.0051 -0.1651 -0.0149 0.0189 0.042
"433" 0.0766 -0.0046 -0.0681 0.0674 -0.056 0.0028 0.0246 -0.0535 -0.0315 -0.014 0.0573
"434" -1.0033 -0.0452 0.1477 0.1138 -0.0793 0.0037 -0.0769 0.139 0.0507 -0.0604 -0.0712
"435" 2.3547 0.2041 -0.0548 -0.1174 0.0067 0.0565 0.0697 -0.091 -0.0329 0.0539 0.0915
"436" -1.6844 -0.1527 0.0341 0.0431 -0.1304 0.0271 -0.0222 -0.0635 0.0284 -0.0936 -0.0358
"437" 1.1668 -0.0417 0.0054 0.024 0.1402 -0.0686 -0.0056 0.1359 -0.0122 0.0144 -0.1199
"438" -0.1414 0.1035 -0.0261 0.0536 0.1785 -0.0577 0.1337 0.1509 -0.0079 -0.0551 0.0156
"439" -1.964 -0.0866 0.1455 -0.0727 -0.0241 0.0239 -0.1239 -0.0092 0.0123 -0.0205 -0.0684
"440" 0.5901 0.0609 0.0882 -0.0813 0.0086 0.0528 0.0598 -0.0455 -0.0027 -0.0266 0.007
"441" 1.3668 0.0414 -0.0212 -0.0472 0.1121 -0.0369 0.015 -0.0082 -0.0091 0.0588 0.0343
